(0.0003, 400, 0.3, 1, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.003, 400, 0.7, 9, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.003, 100, 0.5, 3, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 400, 0.9, 1, 20): {'acc': 0.90731707317073174, 'rec': 0.85555555555555551, 'prec': 0.92771084337349397, 'f1': 0.89017341040462417}
(0.0003, 800, 0.7, 7, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 200, 0.9, 5, 25): {'acc': 0.80000000000000004, 'rec': 0.84444444444444444, 'prec': 0.73786407766990292, 'f1': 0.78756476683937815}
(0.03, 400, 0.7, 3, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.003, 800, 0.3, 5, 5): {'acc': 0.99024390243902438, 'rec': 1.0, 'prec': 0.97826086956521741, 'f1': 0.98901098901098905}
(0.0001, 100, 0.3, 5, 25): {'acc': 0.64390243902439026, 'rec': 0.20000000000000001, 'prec': 0.94736842105263153, 'f1': 0.33027522935779818}
(0.1, 400, 0.7, 3, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(3e-05, 800, 0.1, 5, 25): {'acc': 0.96585365853658534, 'rec': 0.96666666666666667, 'prec': 0.95604395604395609, 'f1': 0.96132596685082872}
(0.003, 200, 0.1, 3, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 400, 0.9, 5, 10): {'acc': 0.82439024390243898, 'rec': 0.71111111111111114, 'prec': 0.86486486486486491, 'f1': 0.78048780487804881}
(0.001, 200, 0.7, 3, 20): {'acc': 0.97560975609756095, 'rec': 0.97777777777777775, 'prec': 0.96703296703296704, 'f1': 0.97237569060773477}
(0.003, 50, 0.9, 1, 5): {'acc': 0.79024390243902443, 'rec': 0.74444444444444446, 'prec': 0.77011494252873558, 'f1': 0.75706214689265539}
(0.0001, 100, 0.5, 3, 25): {'acc': 0.73170731707317072, 'rec': 0.53333333333333333, 'prec': 0.78688524590163933, 'f1': 0.63576158940397354}
(0.0003, 100, 0.7, 5, 25): {'acc': 0.78048780487804881, 'rec': 0.66666666666666663, 'prec': 0.80000000000000004, 'f1': 0.72727272727272718}
(0.003, 200, 0.1, 1, 5): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0003, 200, 0.9, 9, 5): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(3e-05, 800, 0.3, 5, 5): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.0003, 800, 0.1, 1, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 800, 0.1, 9, 10): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.003, 50, 0.3, 9, 10): {'acc': 0.97073170731707314, 'rec': 1.0, 'prec': 0.9375, 'f1': 0.967741935483871}
(0.0001, 200, 0.1, 3, 15): {'acc': 0.81463414634146336, 'rec': 0.61111111111111116, 'prec': 0.94827586206896552, 'f1': 0.7432432432432432}
(0.003, 100, 0.3, 5, 5): {'acc': 0.97073170731707314, 'rec': 1.0, 'prec': 0.9375, 'f1': 0.967741935483871}
(3e-05, 200, 0.1, 7, 20): {'acc': 0.63414634146341464, 'rec': 0.33333333333333331, 'prec': 0.66666666666666663, 'f1': 0.44444444444444442}
(0.01, 400, 0.3, 7, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(3e-05, 400, 0.7, 9, 5): {'acc': 0.59024390243902436, 'rec': 0.35555555555555557, 'prec': 0.55172413793103448, 'f1': 0.4324324324324324}
(3e-05, 50, 0.5, 5, 25): {'acc': 0.53658536585365857, 'rec': 0.44444444444444442, 'prec': 0.47058823529411764, 'f1': 0.45714285714285713}
(0.0003, 400, 0.3, 5, 10): {'acc': 0.99024390243902438, 'rec': 0.97777777777777775, 'prec': 1.0, 'f1': 0.9887640449438202}
(3e-05, 400, 0.1, 7, 20): {'acc': 0.80975609756097566, 'rec': 0.58888888888888891, 'prec': 0.96363636363636362, 'f1': 0.73103448275862071}
(0.0003, 50, 0.7, 3, 10): {'acc': 0.60487804878048779, 'rec': 0.25555555555555554, 'prec': 0.6216216216216216, 'f1': 0.36220472440944879}
(0.01, 100, 0.1, 5, 20): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.003, 50, 0.9, 3, 10): {'acc': 0.75609756097560976, 'rec': 0.57777777777777772, 'prec': 0.8125, 'f1': 0.67532467532467522}
(0.0001, 400, 0.3, 7, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.001, 800, 0.5, 3, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.01, 200, 0.9, 7, 10): {'acc': 0.89268292682926831, 'rec': 0.84444444444444444, 'prec': 0.90476190476190477, 'f1': 0.87356321839080464}
(3e-05, 200, 0.1, 9, 5): {'acc': 0.63414634146341464, 'rec': 0.22222222222222221, 'prec': 0.80000000000000004, 'f1': 0.34782608695652178}
(0.1, 400, 0.9, 9, 25): {'acc': 0.56097560975609762, 'rec': 0.0, 'prec': 0.0, 'f1': 0.0}
(0.001, 400, 0.1, 5, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.03, 200, 0.3, 1, 25): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.03, 800, 0.5, 3, 15): {'acc': 1.0, 'rec': 1.0, 'prec': 1.0, 'f1': 1.0}
(0.0003, 200, 0.1, 9, 20): {'acc': 0.97560975609756095, 'rec': 0.94444444444444442, 'prec': 1.0, 'f1': 0.97142857142857142}
(0.001, 50, 0.1, 1, 15): {'acc': 0.98536585365853657, 'rec': 0.97777777777777775, 'prec': 0.9887640449438202, 'f1': 0.98324022346368722}
